concept_id,concept_code,concept_name,vocabulary_id,pcornet_vocabulary_id,cc_decimal_removal
35210350,O74.5,Spinal and epidural anesthesia-induced headache during labor and delivery,ICD10CM,10,FALSE
35210351,O74.6,Other complications of spinal and epidural anesthesia during labor and delivery,ICD10CM,10,FALSE
35210352,O74.7,Failed or difficult intubation for anesthesia during labor and delivery,ICD10CM,10,FALSE
35210353,O74.8,Other complications of anesthesia during labor and delivery,ICD10CM,10,FALSE
35210354,O74.9,"Complication of anesthesia during labor and delivery, unspecified",ICD10CM,10,FALSE
35210355,O75.0,Maternal distress during labor and delivery,ICD10CM,10,FALSE
35210356,O75.1,Shock during or following labor and delivery,ICD10CM,10,FALSE
35210357,O75.2,"Pyrexia during labor, not elsewhere classified",ICD10CM,10,FALSE
35210358,O75.3,Other infection during labor,ICD10CM,10,FALSE
35210359,O75.4,Other complications of obstetric surgery and procedures,ICD10CM,10,FALSE
35210360,O75.5,Delayed delivery after artificial rupture of membranes,ICD10CM,10,FALSE
35210361,O75.9,"Complication of labor and delivery, unspecified",ICD10CM,10,FALSE
35210362,O80,Encounter for full-term uncomplicated delivery,ICD10CM,10,FALSE
35210363,O82,Encounter for cesarean delivery without indication,ICD10CM,10,FALSE
35210364,O85,Puerperal sepsis,ICD10CM,10,FALSE
35210365,O86.0,Infection of obstetric surgical wound,ICD10CM,10,FALSE
35210366,O86.1,Other infection of genital tract following delivery,ICD10CM,10,FALSE
35210367,O86.4,Pyrexia of unknown origin following delivery,ICD10CM,10,FALSE
35210368,O86.8,Other specified puerperal infections,ICD10CM,10,FALSE
35210369,O87.0,Superficial thrombophlebitis in the puerperium,ICD10CM,10,FALSE
35210370,O87.1,Deep phlebothrombosis in the puerperium,ICD10CM,10,FALSE
35210371,O87.2,Hemorrhoids in the puerperium,ICD10CM,10,FALSE
35210372,O87.3,Cerebral venous thrombosis in the puerperium,ICD10CM,10,FALSE
35210373,O87.8,Other venous complications in the puerperium,ICD10CM,10,FALSE
35210374,O87.9,"Venous complication in the puerperium, unspecified",ICD10CM,10,FALSE
35210375,O89.1,Cardiac complications of anesthesia during the puerperium,ICD10CM,10,FALSE
35210376,O89.2,Central nervous system complications of anesthesia during the puerperium,ICD10CM,10,FALSE
35210377,O89.3,Toxic reaction to local anesthesia during the puerperium,ICD10CM,10,FALSE
35210378,O89.4,Spinal and epidural anesthesia-induced headache during the puerperium,ICD10CM,10,FALSE
35210379,O89.5,Other complications of spinal and epidural anesthesia during the puerperium,ICD10CM,10,FALSE
35210380,O89.6,Failed or difficult intubation for anesthesia during the puerperium,ICD10CM,10,FALSE
35210381,O89.8,Other complications of anesthesia during the puerperium,ICD10CM,10,FALSE
35210382,O89.9,"Complication of anesthesia during the puerperium, unspecified",ICD10CM,10,FALSE
35210383,O90.0,Disruption of cesarean delivery wound,ICD10CM,10,FALSE
35210384,O90.1,Disruption of perineal obstetric wound,ICD10CM,10,FALSE
35210385,O90.2,Hematoma of obstetric wound,ICD10CM,10,FALSE
35210386,O90.3,Peripartum cardiomyopathy,ICD10CM,10,FALSE
35210387,O90.4,Postpartum acute kidney failure,ICD10CM,10,FALSE
35210388,O90.5,Postpartum thyroiditis,ICD10CM,10,FALSE
35210389,O90.9,"Complication of the puerperium, unspecified",ICD10CM,10,FALSE
35210390,O92.3,Agalactia,ICD10CM,10,FALSE
35210391,O92.4,Hypogalactia,ICD10CM,10,FALSE
35210392,O92.5,Suppressed lactation,ICD10CM,10,FALSE
35210393,O92.6,Galactorrhea,ICD10CM,10,FALSE
35210544,P39.2,"Intra-amniotic infection affecting newborn, not elsewhere classified",ICD10CM,10,FALSE
35210851,Q27.0,Congenital absence and hypoplasia of umbilical artery,ICD10CM,10,FALSE
35225108,Z37.0,Single live birth,ICD10CM,10,FALSE
35225109,Z37.1,Single stillbirth,ICD10CM,10,FALSE
35225110,Z37.2,"Twins, both liveborn",ICD10CM,10,FALSE
35225111,Z37.3,"Twins, one liveborn and one stillborn",ICD10CM,10,FALSE
35225112,Z37.4,"Twins, both stillborn",ICD10CM,10,FALSE
35225113,Z37.7,"Other multiple births, all stillborn",ICD10CM,10,FALSE
35225114,Z37.9,"Outcome of delivery, unspecified",ICD10CM,10,FALSE
35225115,Z38.1,"Single liveborn infant, born outside hospital",ICD10CM,10,FALSE
35225116,Z38.2,"Single liveborn infant, unspecified as to place of birth",ICD10CM,10,FALSE
35225118,Z38.5,"Twin liveborn infant, unspecified as to place of birth",ICD10CM,10,FALSE
35225119,Z38.7,"Other multiple liveborn infant, born outside hospital",ICD10CM,10,FALSE
35225120,Z38.8,"Other multiple liveborn infant, unspecified as to place of birth",ICD10CM,10,FALSE
37200942,O00.00,Abdominal pregnancy without intrauterine pregnancy,ICD10CM,10,FALSE
37200943,O00.01,Abdominal pregnancy with intrauterine pregnancy,ICD10CM,10,FALSE
37200944,O00.10,Tubal pregnancy without intrauterine pregnancy,ICD10CM,10,FALSE
37200945,O00.11,Tubal pregnancy with intrauterine pregnancy,ICD10CM,10,FALSE
37200946,O00.20,Ovarian pregnancy without intrauterine pregnancy,ICD10CM,10,FALSE
37200947,O00.21,Ovarian pregnancy with intrauterine pregnancy,ICD10CM,10,FALSE
37200948,O00.80,Other ectopic pregnancy without intrauterine pregnancy,ICD10CM,10,FALSE
37200949,O00.81,Other ectopic pregnancy with intrauterine pregnancy,ICD10CM,10,FALSE
37200950,O00.90,Unspecified ectopic pregnancy without intrauterine pregnancy,ICD10CM,10,FALSE
37200951,O00.91,Unspecified ectopic pregnancy with intrauterine pregnancy,ICD10CM,10,FALSE
37200952,O09.A,Supervision of pregnancy with history of molar pregnancy,ICD10CM,10,FALSE
37200953,O09.A0,"Supervision of pregnancy with history of molar pregnancy, unspecified trimester",ICD10CM,10,FALSE
37200954,O09.A1,"Supervision of pregnancy with history of molar pregnancy, first trimester",ICD10CM,10,FALSE
37200955,O09.A2,"Supervision of pregnancy with history of molar pregnancy, second trimester",ICD10CM,10,FALSE
37200956,O09.A3,"Supervision of pregnancy with history of molar pregnancy, third trimester",ICD10CM,10,FALSE
37200957,O11.4,"Pre-existing hypertension with pre-eclampsia, complicating childbirth",ICD10CM,10,FALSE
37200958,O11.5,"Pre-existing hypertension with pre-eclampsia, complicating the puerperium",ICD10CM,10,FALSE
37200959,O12.04,"Gestational edema, complicating childbirth",ICD10CM,10,FALSE
37200960,O12.05,"Gestational edema, complicating the puerperium",ICD10CM,10,FALSE
37200961,O12.14,"Gestational proteinuria, complicating childbirth",ICD10CM,10,FALSE
37200962,O12.15,"Gestational proteinuria, complicating the puerperium",ICD10CM,10,FALSE
37200963,O12.24,"Gestational edema with proteinuria, complicating childbirth",ICD10CM,10,FALSE
37200964,O12.25,"Gestational edema with proteinuria, complicating the puerperium",ICD10CM,10,FALSE
37200965,O13.4,"Gestational [pregnancy-induced] hypertension without significant proteinuria, complicating childbirth",ICD10CM,10,FALSE
37200966,O13.5,"Gestational [pregnancy-induced] hypertension without significant proteinuria, complicating the puerperium",ICD10CM,10,FALSE
37200967,O14.04,"Mild to moderate pre-eclampsia, complicating childbirth",ICD10CM,10,FALSE
37200968,O14.05,"Mild to moderate pre-eclampsia, complicating the puerperium",ICD10CM,10,FALSE
37200969,O14.14,Severe pre-eclampsia complicating childbirth,ICD10CM,10,FALSE
37200970,O14.15,"Severe pre-eclampsia, complicating the puerperium",ICD10CM,10,FALSE
37200971,O14.24,"HELLP syndrome, complicating childbirth",ICD10CM,10,FALSE
37200972,O14.25,"HELLP syndrome, complicating the puerperium",ICD10CM,10,FALSE
37200973,O14.94,"Unspecified pre-eclampsia, complicating childbirth",ICD10CM,10,FALSE
37200974,O14.95,"Unspecified pre-eclampsia, complicating the puerperium",ICD10CM,10,FALSE
37200975,O16.4,"Unspecified maternal hypertension, complicating childbirth",ICD10CM,10,FALSE
37200976,O16.5,"Unspecified maternal hypertension, complicating the puerperium",ICD10CM,10,FALSE
37200977,O24.415,"Gestational diabetes mellitus in pregnancy, controlled by oral hypoglycemic drugs",ICD10CM,10,FALSE
37200978,O24.425,"Gestational diabetes mellitus in childbirth, controlled by oral hypoglycemic drugs",ICD10CM,10,FALSE
37200979,O24.435,"Gestational diabetes mellitus in puerperium, controlled by oral hypoglycemic drugs",ICD10CM,10,FALSE
37200987,O34.211,Maternal care for low transverse scar from previous cesarean delivery,ICD10CM,10,FALSE
37200988,O34.212,Maternal care for vertical scar from previous cesarean delivery,ICD10CM,10,FALSE
37200989,O34.219,Maternal care for unspecified type scar from previous cesarean delivery,ICD10CM,10,FALSE
37200990,O44.2,Partial placenta previa without hemorrhage,ICD10CM,10,FALSE
37200991,O44.20,"Partial placenta previa NOS or without hemorrhage, unspecified trimester",ICD10CM,10,FALSE
37200992,O44.21,"Partial placenta previa NOS or without hemorrhage, first trimester",ICD10CM,10,FALSE
37200993,O44.22,"Partial placenta previa NOS or without hemorrhage, second trimester",ICD10CM,10,FALSE
37200994,O44.23,"Partial placenta previa NOS or without hemorrhage, third trimester",ICD10CM,10,FALSE
37200995,O44.3,Partial placenta previa with hemorrhage,ICD10CM,10,FALSE
37200996,O44.30,"Partial placenta previa with hemorrhage, unspecified trimester",ICD10CM,10,FALSE
37200997,O44.31,"Partial placenta previa with hemorrhage, first trimester",ICD10CM,10,FALSE
37200998,O44.32,"Partial placenta previa with hemorrhage, second trimester",ICD10CM,10,FALSE
37200999,O44.33,"Partial placenta previa with hemorrhage, third trimester",ICD10CM,10,FALSE
37201000,O44.4,Low lying placenta NOS or without hemorrhage,ICD10CM,10,FALSE
37201001,O44.40,"Low lying placenta NOS or without hemorrhage, unspecified trimester",ICD10CM,10,FALSE
37201002,O44.41,"Low lying placenta NOS or without hemorrhage, first trimester",ICD10CM,10,FALSE
37201003,O44.42,"Low lying placenta NOS or without hemorrhage, second trimester",ICD10CM,10,FALSE
37201004,O44.43,"Low lying placenta NOS or without hemorrhage, third trimester",ICD10CM,10,FALSE
37201005,O44.5,Low lying placenta with hemorrhage,ICD10CM,10,FALSE
37201006,O44.50,"Low lying placenta with hemorrhage, unspecified trimester",ICD10CM,10,FALSE
37201007,O44.51,"Low lying placenta with hemorrhage, first trimester",ICD10CM,10,FALSE
37201008,O44.52,"Low lying placenta with hemorrhage, second trimester",ICD10CM,10,FALSE
37201009,O44.53,"Low lying placenta with hemorrhage, third trimester",ICD10CM,10,FALSE
37201010,O70.20,"Third degree perineal laceration during delivery, unspecified",ICD10CM,10,FALSE
37201011,O70.21,"Third degree perineal laceration during delivery, IIIa",ICD10CM,10,FALSE
37201012,O70.22,"Third degree perineal laceration during delivery, IIIb",ICD10CM,10,FALSE
37201013,O70.23,"Third degree perineal laceration during delivery, IIIc",ICD10CM,10,FALSE
37202293,Z33.3,"Pregnant state, gestational carrier",ICD10CM,10,FALSE
37402748,O35.00,"Maternal care for (suspected) central nervous system malformation or damage in fetus, unspecified",ICD10CM,10,FALSE
37402749,O35.00X0,"Maternal care for (suspected) central nervous system malformation or damage in fetus, unspecified, not applicable or unspecified",ICD10CM,10,FALSE
37402750,O35.00X1,"Maternal care for (suspected) central nervous system malformation or damage in fetus, unspecified, fetus 1",ICD10CM,10,FALSE
37402751,O35.00X2,"Maternal care for (suspected) central nervous system malformation or damage in fetus, unspecified, fetus 2",ICD10CM,10,FALSE
37402752,O35.00X3,"Maternal care for (suspected) central nervous system malformation or damage in fetus, unspecified, fetus 3",ICD10CM,10,FALSE
37402753,O35.00X4,"Maternal care for (suspected) central nervous system malformation or damage in fetus, unspecified, fetus 4",ICD10CM,10,FALSE
37402754,O35.00X5,"Maternal care for (suspected) central nervous system malformation or damage in fetus, unspecified, fetus 5",ICD10CM,10,FALSE
37402755,O35.00X9,"Maternal care for (suspected) central nervous system malformation or damage in fetus, unspecified, other fetus",ICD10CM,10,FALSE
37402756,O35.01,"Maternal care for (suspected) central nervous system malformation or damage in fetus, agenesis of the corpus callosum",ICD10CM,10,FALSE
37402757,O35.01X0,"Maternal care for (suspected) central nervous system malformation or damage in fetus, agenesis of the corpus callosum, not applicable or unspecified",ICD10CM,10,FALSE
37402758,O35.01X1,"Maternal care for (suspected) central nervous system malformation or damage in fetus, agenesis of the corpus callosum, fetus 1",ICD10CM,10,FALSE
37402759,O35.01X2,"Maternal care for (suspected) central nervous system malformation or damage in fetus, agenesis of the corpus callosum, fetus 2",ICD10CM,10,FALSE
37402760,O35.01X3,"Maternal care for (suspected) central nervous system malformation or damage in fetus, agenesis of the corpus callosum, fetus 3",ICD10CM,10,FALSE
37402761,O35.01X4,"Maternal care for (suspected) central nervous system malformation or damage in fetus, agenesis of the corpus callosum, fetus 4",ICD10CM,10,FALSE
37402762,O35.01X5,"Maternal care for (suspected) central nervous system malformation or damage in fetus, agenesis of the corpus callosum, fetus 5",ICD10CM,10,FALSE
37402763,O35.01X9,"Maternal care for (suspected) central nervous system malformation or damage in fetus, agenesis of the corpus callosum, other fetus",ICD10CM,10,FALSE
37402764,O35.02,"Maternal care for (suspected) central nervous system malformation or damage in fetus, anencephaly",ICD10CM,10,FALSE
37402765,O35.02X0,"Maternal care for (suspected) central nervous system malformation or damage in fetus, anencephaly, not applicable or unspecified",ICD10CM,10,FALSE
37402766,O35.02X1,"Maternal care for (suspected) central nervous system malformation or damage in fetus, anencephaly, fetus 1",ICD10CM,10,FALSE
37402767,O35.02X2,"Maternal care for (suspected) central nervous system malformation or damage in fetus, anencephaly, fetus 2",ICD10CM,10,FALSE
37402768,O35.02X3,"Maternal care for (suspected) central nervous system malformation or damage in fetus, anencephaly, fetus 3",ICD10CM,10,FALSE
37402769,O35.02X4,"Maternal care for (suspected) central nervous system malformation or damage in fetus, anencephaly, fetus 4",ICD10CM,10,FALSE
37402770,O35.02X5,"Maternal care for (suspected) central nervous system malformation or damage in fetus, anencephaly, fetus 5",ICD10CM,10,FALSE
37402771,O35.02X9,"Maternal care for (suspected) central nervous system malformation or damage in fetus, anencephaly, other fetus",ICD10CM,10,FALSE
37402772,O35.03,"Maternal care for (suspected) central nervous system malformation or damage in fetus, choroid plexus cysts",ICD10CM,10,FALSE
37402773,O35.03X0,"Maternal care for (suspected) central nervous system malformation or damage in fetus, choroid plexus cysts, not applicable or unspecified",ICD10CM,10,FALSE
37402774,O35.03X1,"Maternal care for (suspected) central nervous system malformation or damage in fetus, choroid plexus cysts, fetus 1",ICD10CM,10,FALSE
37402775,O35.03X2,"Maternal care for (suspected) central nervous system malformation or damage in fetus, choroid plexus cysts, fetus 2",ICD10CM,10,FALSE
37402776,O35.03X3,"Maternal care for (suspected) central nervous system malformation or damage in fetus, choroid plexus cysts, fetus 3",ICD10CM,10,FALSE
37402777,O35.03X4,"Maternal care for (suspected) central nervous system malformation or damage in fetus, choroid plexus cysts, fetus 4",ICD10CM,10,FALSE
37402778,O35.03X5,"Maternal care for (suspected) central nervous system malformation or damage in fetus, choroid plexus cysts, fetus 5",ICD10CM,10,FALSE
37402779,O35.03X9,"Maternal care for (suspected) central nervous system malformation or damage in fetus, choroid plexus cysts, other fetus",ICD10CM,10,FALSE
37402780,O35.04,"Maternal care for (suspected) central nervous system malformation or damage in fetus, encephalocele",ICD10CM,10,FALSE
37402781,O35.04X0,"Maternal care for (suspected) central nervous system malformation or damage in fetus, encephalocele, not applicable or unspecified",ICD10CM,10,FALSE
37402782,O35.04X1,"Maternal care for (suspected) central nervous system malformation or damage in fetus, encephalocele, fetus 1",ICD10CM,10,FALSE
37402783,O35.04X2,"Maternal care for (suspected) central nervous system malformation or damage in fetus, encephalocele, fetus 2",ICD10CM,10,FALSE
37402784,O35.04X3,"Maternal care for (suspected) central nervous system malformation or damage in fetus, encephalocele, fetus 3",ICD10CM,10,FALSE
37402785,O35.04X4,"Maternal care for (suspected) central nervous system malformation or damage in fetus, encephalocele, fetus 4",ICD10CM,10,FALSE
37402786,O35.04X5,"Maternal care for (suspected) central nervous system malformation or damage in fetus, encephalocele, fetus 5",ICD10CM,10,FALSE
37402787,O35.04X9,"Maternal care for (suspected) central nervous system malformation or damage in fetus, encephalocele, other fetus",ICD10CM,10,FALSE
37402788,O35.05,"Maternal care for (suspected) central nervous system malformation or damage in fetus, holoprosencephaly",ICD10CM,10,FALSE
37402789,O35.05X0,"Maternal care for (suspected) central nervous system malformation or damage in fetus, holoprosencephaly, not applicable or unspecified",ICD10CM,10,FALSE
37402790,O35.05X1,"Maternal care for (suspected) central nervous system malformation or damage in fetus, holoprosencephaly, fetus 1",ICD10CM,10,FALSE
37402791,O35.05X2,"Maternal care for (suspected) central nervous system malformation or damage in fetus, holoprosencephaly, fetus 2",ICD10CM,10,FALSE
37402792,O35.05X3,"Maternal care for (suspected) central nervous system malformation or damage in fetus, holoprosencephaly, fetus 3",ICD10CM,10,FALSE
37402793,O35.05X4,"Maternal care for (suspected) central nervous system malformation or damage in fetus, holoprosencephaly, fetus 4",ICD10CM,10,FALSE
37402794,O35.05X5,"Maternal care for (suspected) central nervous system malformation or damage in fetus, holoprosencephaly, fetus 5",ICD10CM,10,FALSE
37402795,O35.05X9,"Maternal care for (suspected) central nervous system malformation or damage in fetus, holoprosencephaly, other fetus",ICD10CM,10,FALSE
37402796,O35.06,"Maternal care for (suspected) central nervous system malformation or damage in fetus, hydrocephaly",ICD10CM,10,FALSE
37402797,O35.06X0,"Maternal care for (suspected) central nervous system malformation or damage in fetus, hydrocephaly, not applicable or unspecified",ICD10CM,10,FALSE
37402798,O35.06X1,"Maternal care for (suspected) central nervous system malformation or damage in fetus, hydrocephaly, fetus 1",ICD10CM,10,FALSE
37402799,O35.06X2,"Maternal care for (suspected) central nervous system malformation or damage in fetus, hydrocephaly, fetus 2",ICD10CM,10,FALSE
37402800,O35.06X3,"Maternal care for (suspected) central nervous system malformation or damage in fetus, hydrocephaly, fetus 3",ICD10CM,10,FALSE
37402801,O35.06X4,"Maternal care for (suspected) central nervous system malformation or damage in fetus, hydrocephaly, fetus 4",ICD10CM,10,FALSE
37402802,O35.06X5,"Maternal care for (suspected) central nervous system malformation or damage in fetus, hydrocephaly, fetus 5",ICD10CM,10,FALSE
37402803,O35.06X9,"Maternal care for (suspected) central nervous system malformation or damage in fetus, hydrocephaly, other fetus",ICD10CM,10,FALSE
37402804,O35.07,"Maternal care for (suspected) central nervous system malformation or damage in fetus, microcephaly",ICD10CM,10,FALSE
37402805,O35.07X0,"Maternal care for (suspected) central nervous system malformation or damage in fetus, microcephaly, not applicable or unspecified",ICD10CM,10,FALSE
37402806,O35.07X1,"Maternal care for (suspected) central nervous system malformation or damage in fetus, microcephaly, fetus 1",ICD10CM,10,FALSE
37402807,O35.07X2,"Maternal care for (suspected) central nervous system malformation or damage in fetus, microcephaly, fetus 2",ICD10CM,10,FALSE
37402808,O35.07X3,"Maternal care for (suspected) central nervous system malformation or damage in fetus, microcephaly, fetus 3",ICD10CM,10,FALSE
37402809,O35.07X4,"Maternal care for (suspected) central nervous system malformation or damage in fetus, microcephaly, fetus 4",ICD10CM,10,FALSE
37402810,O35.07X5,"Maternal care for (suspected) central nervous system malformation or damage in fetus, microcephaly, fetus 5",ICD10CM,10,FALSE
37402811,O35.07X9,"Maternal care for (suspected) central nervous system malformation or damage in fetus, microcephaly, other fetus",ICD10CM,10,FALSE
37402812,O35.08,"Maternal care for (suspected) central nervous system malformation or damage in fetus, spina bifida",ICD10CM,10,FALSE
37402813,O35.08X0,"Maternal care for (suspected) central nervous system malformation or damage in fetus, spina bifida, not applicable or unspecified",ICD10CM,10,FALSE
37402814,O35.08X1,"Maternal care for (suspected) central nervous system malformation or damage in fetus, spina bifida, fetus 1",ICD10CM,10,FALSE
37402815,O35.08X2,"Maternal care for (suspected) central nervous system malformation or damage in fetus, spina bifida, fetus 2",ICD10CM,10,FALSE
37402816,O35.08X3,"Maternal care for (suspected) central nervous system malformation or damage in fetus, spina bifida, fetus 3",ICD10CM,10,FALSE
37402817,O35.08X4,"Maternal care for (suspected) central nervous system malformation or damage in fetus, spina bifida, fetus 4",ICD10CM,10,FALSE
37402818,O35.08X5,"Maternal care for (suspected) central nervous system malformation or damage in fetus, spina bifida, fetus 5",ICD10CM,10,FALSE
37402819,O35.08X9,"Maternal care for (suspected) central nervous system malformation or damage in fetus, spina bifida, other fetus",ICD10CM,10,FALSE
37402820,O35.09,Maternal care for (suspected) other central nervous system malformation or damage in fetus,ICD10CM,10,FALSE
37402821,O35.09X0,"Maternal care for (suspected) other central nervous system malformation or damage in fetus, not applicable or unspecified",ICD10CM,10,FALSE
37402822,O35.09X1,"Maternal care for (suspected) other central nervous system malformation or damage in fetus, fetus 1",ICD10CM,10,FALSE
37402823,O35.09X2,"Maternal care for (suspected) other central nervous system malformation or damage in fetus, fetus 2",ICD10CM,10,FALSE
37402824,O35.09X3,"Maternal care for (suspected) other central nervous system malformation or damage in fetus, fetus 3",ICD10CM,10,FALSE
37402825,O35.09X4,"Maternal care for (suspected) other central nervous system malformation or damage in fetus, fetus 4",ICD10CM,10,FALSE
37402826,O35.09X5,"Maternal care for (suspected) other central nervous system malformation or damage in fetus, fetus 5",ICD10CM,10,FALSE
37402827,O35.09X9,"Maternal care for (suspected) other central nervous system malformation or damage in fetus, other fetus",ICD10CM,10,FALSE
37402828,O35.10,"Maternal care for (suspected) chromosomal abnormality in fetus, unspecified",ICD10CM,10,FALSE
37402829,O35.10X0,"Maternal care for (suspected) chromosomal abnormality in fetus, unspecified, not applicable or unspecified",ICD10CM,10,FALSE
37402830,O35.10X1,"Maternal care for (suspected) chromosomal abnormality in fetus, unspecified, fetus 1",ICD10CM,10,FALSE
37402831,O35.10X2,"Maternal care for (suspected) chromosomal abnormality in fetus, unspecified, fetus 2",ICD10CM,10,FALSE
37402832,O35.10X3,"Maternal care for (suspected) chromosomal abnormality in fetus, unspecified, fetus 3",ICD10CM,10,FALSE
37402833,O35.10X4,"Maternal care for (suspected) chromosomal abnormality in fetus, unspecified, fetus 4",ICD10CM,10,FALSE
37402834,O35.10X5,"Maternal care for (suspected) chromosomal abnormality in fetus, unspecified, fetus 5",ICD10CM,10,FALSE
37402835,O35.10X9,"Maternal care for (suspected) chromosomal abnormality in fetus, unspecified, other fetus",ICD10CM,10,FALSE
37402836,O35.11,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 13",ICD10CM,10,FALSE
37402837,O35.11X0,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 13, not applicable or unspecified",ICD10CM,10,FALSE
37402838,O35.11X1,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 13, fetus 1",ICD10CM,10,FALSE
37402839,O35.11X2,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 13, fetus 2",ICD10CM,10,FALSE
37402840,O35.11X3,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 13, fetus 3",ICD10CM,10,FALSE
37402841,O35.11X4,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 13, fetus 4",ICD10CM,10,FALSE
37402842,O35.11X5,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 13, fetus 5",ICD10CM,10,FALSE
37402843,O35.11X9,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 13, other fetus",ICD10CM,10,FALSE
37402844,O35.12,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 18",ICD10CM,10,FALSE
37402845,O35.12X0,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 18, not applicable or unspecified",ICD10CM,10,FALSE
37402846,O35.12X1,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 18, fetus 1",ICD10CM,10,FALSE
37402847,O35.12X2,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 18, fetus 2",ICD10CM,10,FALSE
37402848,O35.12X3,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 18, fetus 3",ICD10CM,10,FALSE
37402849,O35.12X4,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 18, fetus 4",ICD10CM,10,FALSE
37402850,O35.12X5,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 18, fetus 5",ICD10CM,10,FALSE
37402851,O35.12X9,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 18, other fetus",ICD10CM,10,FALSE
37402852,O35.13,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 21",ICD10CM,10,FALSE
37402853,O35.13X0,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 21, not applicable or unspecified",ICD10CM,10,FALSE
37402854,O35.13X1,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 21, fetus 1",ICD10CM,10,FALSE
37402855,O35.13X2,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 21, fetus 2",ICD10CM,10,FALSE
37402856,O35.13X3,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 21, fetus 3",ICD10CM,10,FALSE
37402857,O35.13X4,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 21, fetus 4",ICD10CM,10,FALSE
37402858,O35.13X5,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 21, fetus 5",ICD10CM,10,FALSE
37402859,O35.13X9,"Maternal care for (suspected) chromosomal abnormality in fetus, Trisomy 21, other fetus",ICD10CM,10,FALSE
37402860,O35.14,"Maternal care for (suspected) chromosomal abnormality in fetus, Turner Syndrome",ICD10CM,10,FALSE
37402861,O35.14X0,"Maternal care for (suspected) chromosomal abnormality in fetus, Turner Syndrome, not applicable or unspecified",ICD10CM,10,FALSE
37402862,O35.14X1,"Maternal care for (suspected) chromosomal abnormality in fetus, Turner Syndrome, fetus 1",ICD10CM,10,FALSE
37402863,O35.14X2,"Maternal care for (suspected) chromosomal abnormality in fetus, Turner Syndrome, fetus 2",ICD10CM,10,FALSE
37402864,O35.14X3,"Maternal care for (suspected) chromosomal abnormality in fetus, Turner Syndrome, fetus 3",ICD10CM,10,FALSE
37402865,O35.14X4,"Maternal care for (suspected) chromosomal abnormality in fetus, Turner Syndrome, fetus 4",ICD10CM,10,FALSE
37402866,O35.14X5,"Maternal care for (suspected) chromosomal abnormality in fetus, Turner Syndrome, fetus 5",ICD10CM,10,FALSE
37402867,O35.14X9,"Maternal care for (suspected) chromosomal abnormality in fetus, Turner Syndrome, other fetus",ICD10CM,10,FALSE
37402868,O35.15,"Maternal care for (suspected) chromosomal abnormality in fetus, sex chromosome abnormality",ICD10CM,10,FALSE
37402869,O35.15X0,"Maternal care for (suspected) chromosomal abnormality in fetus, sex chromosome abnormality, not applicable or unspecified",ICD10CM,10,FALSE
37402870,O35.15X1,"Maternal care for (suspected) chromosomal abnormality in fetus, sex chromosome abnormality, fetus 1",ICD10CM,10,FALSE
37402871,O35.15X2,"Maternal care for (suspected) chromosomal abnormality in fetus, sex chromosome abnormality, fetus 2",ICD10CM,10,FALSE
37402872,O35.15X3,"Maternal care for (suspected) chromosomal abnormality in fetus, sex chromosome abnormality, fetus 3",ICD10CM,10,FALSE
37402873,O35.15X4,"Maternal care for (suspected) chromosomal abnormality in fetus, sex chromosome abnormality, fetus 4",ICD10CM,10,FALSE
37402874,O35.15X5,"Maternal care for (suspected) chromosomal abnormality in fetus, sex chromosome abnormality, fetus 5",ICD10CM,10,FALSE
37402875,O35.15X9,"Maternal care for (suspected) chromosomal abnormality in fetus, sex chromosome abnormality, other fetus",ICD10CM,10,FALSE
37402876,O35.19,"Maternal care for (suspected) chromosomal abnormality in fetus, other chromosomal abnormality",ICD10CM,10,FALSE
37402877,O35.19X0,"Maternal care for (suspected) chromosomal abnormality in fetus, other chromosomal abnormality, not applicable or unspecified",ICD10CM,10,FALSE
37402878,O35.19X1,"Maternal care for (suspected) chromosomal abnormality in fetus, other chromosomal abnormality, fetus 1",ICD10CM,10,FALSE
