concept_id,concept_code,concept_name,vocabulary_id,pcornet_vocabulary_id,body_system,progressive,cc_decimal_removal
35209218,N05.3,Unspecified nephritic syndrome with diffuse mesangial proliferative glomerulonephritis,ICD10CM,10,renal,yes,FALSE
35209218,N053,Unspecified nephritic syndrome with diffuse mesangial proliferative glomerulonephritis,ICD10CM,10,renal,yes,TRUE
35209219,N05.4,Unspecified nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis,ICD10CM,10,renal,yes,FALSE
35209219,N054,Unspecified nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis,ICD10CM,10,renal,yes,TRUE
35209220,N05.5,Unspecified nephritic syndrome with diffuse mesangiocapillary glomerulonephritis,ICD10CM,10,renal,yes,FALSE
35209220,N055,Unspecified nephritic syndrome with diffuse mesangiocapillary glomerulonephritis,ICD10CM,10,renal,yes,TRUE
35209221,N05.6,Unspecified nephritic syndrome with dense deposit disease,ICD10CM,10,renal,yes,FALSE
35209221,N056,Unspecified nephritic syndrome with dense deposit disease,ICD10CM,10,renal,yes,TRUE
35209222,N05.7,Unspecified nephritic syndrome with diffuse crescentic glomerulonephritis,ICD10CM,10,renal,yes,FALSE
35209222,N057,Unspecified nephritic syndrome with diffuse crescentic glomerulonephritis,ICD10CM,10,renal,yes,TRUE
35209223,N05.8,Unspecified nephritic syndrome with other morphologic changes,ICD10CM,10,renal,yes,FALSE
35209223,N058,Unspecified nephritic syndrome with other morphologic changes,ICD10CM,10,renal,yes,TRUE
35209224,N05.9,Unspecified nephritic syndrome with unspecified morphologic changes,ICD10CM,10,renal,yes,FALSE
35209224,N059,Unspecified nephritic syndrome with unspecified morphologic changes,ICD10CM,10,renal,yes,TRUE
35209245,N08,Glomerular disorders in diseases classified elsewhere,ICD10CM,10,renal,no,FALSE
35209252,N13.1,"Hydronephrosis with ureteral stricture, not elsewhere classified",ICD10CM,10,renal,no,FALSE
35209252,N131,"Hydronephrosis with ureteral stricture, not elsewhere classified",ICD10CM,10,renal,no,TRUE
35209253,N13.2,Hydronephrosis with renal and ureteral calculous obstruction,ICD10CM,10,renal,no,FALSE
35209253,N132,Hydronephrosis with renal and ureteral calculous obstruction,ICD10CM,10,renal,no,TRUE
35209254,N13.4,Hydroureter,ICD10CM,10,renal,no,FALSE
35209254,N134,Hydroureter,ICD10CM,10,renal,no,TRUE
35209255,N13.5,Crossing vessel and stricture of ureter without hydronephrosis,ICD10CM,10,renal,no,FALSE
35209255,N135,Crossing vessel and stricture of ureter without hydronephrosis,ICD10CM,10,renal,no,TRUE
35209256,N13.6,Pyonephrosis,ICD10CM,10,renal,no,FALSE
35209256,N136,Pyonephrosis,ICD10CM,10,renal,no,TRUE
35209257,N13.8,Other obstructive and reflux uropathy,ICD10CM,10,renal,no,FALSE
35209257,N138,Other obstructive and reflux uropathy,ICD10CM,10,renal,no,TRUE
35209258,N13.9,"Obstructive and reflux uropathy, unspecified",ICD10CM,10,renal,no,FALSE
35209258,N139,"Obstructive and reflux uropathy, unspecified",ICD10CM,10,renal,no,TRUE
35209274,N18.1,"Chronic kidney disease, stage 1",ICD10CM,10,renal,yes,FALSE
35209274,N181,"Chronic kidney disease, stage 1",ICD10CM,10,renal,yes,TRUE
35209275,N18.2,"Chronic kidney disease, stage 2 (mild)",ICD10CM,10,renal,yes,FALSE
35209275,N182,"Chronic kidney disease, stage 2 (mild)",ICD10CM,10,renal,yes,TRUE
35209276,N18.3,"Chronic kidney disease, stage 3 (moderate)",ICD10CM,10,renal,yes,FALSE
35209276,N183,"Chronic kidney disease, stage 3 (moderate)",ICD10CM,10,renal,yes,TRUE
35209277,N18.4,"Chronic kidney disease, stage 4 (severe)",ICD10CM,10,renal,yes,FALSE
35209277,N184,"Chronic kidney disease, stage 4 (severe)",ICD10CM,10,renal,yes,TRUE
35209278,N18.5,"Chronic kidney disease, stage 5",ICD10CM,10,renal,yes,FALSE
35209278,N185,"Chronic kidney disease, stage 5",ICD10CM,10,renal,yes,TRUE
35209279,N18.9,"Chronic kidney disease, unspecified",ICD10CM,10,renal,yes,FALSE
35209279,N189,"Chronic kidney disease, unspecified",ICD10CM,10,renal,yes,TRUE
35209280,N19,Unspecified kidney failure,ICD10CM,10,renal,yes,FALSE
35209291,N25.0,Renal osteodystrophy,ICD10CM,10,musculoskeletal,yes,FALSE
35209291,N250,Renal osteodystrophy,ICD10CM,10,musculoskeletal,yes,TRUE
35209292,N25.1,Nephrogenic diabetes insipidus,ICD10CM,10,renal,no,FALSE
35209292,N251,Nephrogenic diabetes insipidus,ICD10CM,10,renal,no,TRUE
35209303,N31.2,"Flaccid neuropathic bladder, not elsewhere classified",ICD10CM,10,renal,no,FALSE
35209303,N312,"Flaccid neuropathic bladder, not elsewhere classified",ICD10CM,10,renal,no,TRUE
35209304,N31.8,Other neuromuscular dysfunction of bladder,ICD10CM,10,renal,no,FALSE
35209304,N318,Other neuromuscular dysfunction of bladder,ICD10CM,10,renal,no,TRUE
35209305,N31.9,"Neuromuscular dysfunction of bladder, unspecified",ICD10CM,10,renal,no,FALSE
35209305,N319,"Neuromuscular dysfunction of bladder, unspecified",ICD10CM,10,renal,no,TRUE
35209306,N32.0,Bladder-neck obstruction,ICD10CM,10,renal,no,FALSE
35209306,N320,Bladder-neck obstruction,ICD10CM,10,renal,no,TRUE
35209307,N32.1,Vesicointestinal fistula,ICD10CM,10,renal,no,FALSE
35209307,N321,Vesicointestinal fistula,ICD10CM,10,renal,no,TRUE
35209308,N32.2,"Vesical fistula, not elsewhere classified",ICD10CM,10,renal,no,FALSE
35209308,N322,"Vesical fistula, not elsewhere classified",ICD10CM,10,renal,no,TRUE
35209316,N35.8,Other urethral stricture,ICD10CM,10,renal,no,FALSE
35209316,N358,Other urethral stricture,ICD10CM,10,renal,no,TRUE
35209317,N35.9,"Urethral stricture, unspecified",ICD10CM,10,renal,no,FALSE
35209317,N359,"Urethral stricture, unspecified",ICD10CM,10,renal,no,TRUE
35209318,N36.0,Urethral fistula,ICD10CM,10,renal,no,FALSE
35209318,N360,Urethral fistula,ICD10CM,10,renal,no,TRUE
35209319,N36.1,Urethral diverticulum,ICD10CM,10,renal,no,FALSE
35209319,N361,Urethral diverticulum,ICD10CM,10,renal,no,TRUE
35209320,N36.2,Urethral caruncle,ICD10CM,10,renal,no,FALSE
35209320,N362,Urethral caruncle,ICD10CM,10,renal,no,TRUE
35209321,N36.8,Other specified disorders of urethra,ICD10CM,10,renal,no,FALSE
35209321,N368,Other specified disorders of urethra,ICD10CM,10,renal,no,TRUE
35209323,N37,Urethral disorders in diseases classified elsewhere,ICD10CM,10,renal,no,FALSE
35209350,N50.0,Atrophy of testis,ICD10CM,10,genitourinary,no,FALSE
35209350,N500,Atrophy of testis,ICD10CM,10,genitourinary,no,TRUE
35209392,N80.0,Endometriosis of uterus,ICD10CM,10,genitourinary,no,FALSE
35209392,N800,Endometriosis of uterus,ICD10CM,10,genitourinary,no,TRUE
35209393,N80.1,Endometriosis of ovary,ICD10CM,10,genitourinary,no,FALSE
35209393,N801,Endometriosis of ovary,ICD10CM,10,genitourinary,no,TRUE
35209394,N80.2,Endometriosis of fallopian tube,ICD10CM,10,genitourinary,no,FALSE
35209394,N802,Endometriosis of fallopian tube,ICD10CM,10,genitourinary,no,TRUE
35209395,N80.3,Endometriosis of pelvic peritoneum,ICD10CM,10,genitourinary,no,FALSE
35209395,N803,Endometriosis of pelvic peritoneum,ICD10CM,10,genitourinary,no,TRUE
35209396,N80.4,Endometriosis of rectovaginal septum and vagina,ICD10CM,10,genitourinary,no,FALSE
35209396,N804,Endometriosis of rectovaginal septum and vagina,ICD10CM,10,genitourinary,no,TRUE
35209397,N80.5,Endometriosis of intestine,ICD10CM,10,genitourinary,no,FALSE
35209397,N805,Endometriosis of intestine,ICD10CM,10,genitourinary,no,TRUE
35209398,N80.6,Endometriosis in cutaneous scar,ICD10CM,10,genitourinary,no,FALSE
35209398,N806,Endometriosis in cutaneous scar,ICD10CM,10,genitourinary,no,TRUE
35209399,N80.8,Other endometriosis,ICD10CM,10,genitourinary,no,FALSE
35209399,N808,Other endometriosis,ICD10CM,10,genitourinary,no,TRUE
35209400,N80.9,"Endometriosis, unspecified",ICD10CM,10,genitourinary,no,FALSE
35209400,N809,"Endometriosis, unspecified",ICD10CM,10,genitourinary,no,TRUE
35209401,N81.0,Urethrocele,ICD10CM,10,genitourinary,no,FALSE
35209401,N810,Urethrocele,ICD10CM,10,genitourinary,no,TRUE
35209402,N81.2,Incomplete uterovaginal prolapse,ICD10CM,10,genitourinary,no,FALSE
35209402,N812,Incomplete uterovaginal prolapse,ICD10CM,10,genitourinary,no,TRUE
35209403,N81.3,Complete uterovaginal prolapse,ICD10CM,10,genitourinary,no,FALSE
35209403,N813,Complete uterovaginal prolapse,ICD10CM,10,genitourinary,no,TRUE
35209404,N81.4,"Uterovaginal prolapse, unspecified",ICD10CM,10,genitourinary,no,FALSE
35209404,N814,"Uterovaginal prolapse, unspecified",ICD10CM,10,genitourinary,no,TRUE
35209405,N81.5,Vaginal enterocele,ICD10CM,10,genitourinary,no,FALSE
35209405,N815,Vaginal enterocele,ICD10CM,10,genitourinary,no,TRUE
35209406,N81.6,Rectocele,ICD10CM,10,genitourinary,no,FALSE
35209406,N816,Rectocele,ICD10CM,10,genitourinary,no,TRUE
35209407,N81.9,"Female genital prolapse, unspecified",ICD10CM,10,genitourinary,no,FALSE
35209407,N819,"Female genital prolapse, unspecified",ICD10CM,10,genitourinary,no,TRUE
35209408,N82.0,Vesicovaginal fistula,ICD10CM,10,genitourinary,no,FALSE
35209408,N820,Vesicovaginal fistula,ICD10CM,10,genitourinary,no,TRUE
35209409,N82.1,Other female urinary-genital tract fistulae,ICD10CM,10,genitourinary,no,FALSE
35209409,N821,Other female urinary-genital tract fistulae,ICD10CM,10,genitourinary,no,TRUE
35209412,N82.4,Other female intestinal-genital tract fistulae,ICD10CM,10,genitourinary,no,FALSE
35209412,N824,Other female intestinal-genital tract fistulae,ICD10CM,10,genitourinary,no,TRUE
35209413,N82.5,Female genital tract-skin fistulae,ICD10CM,10,genitourinary,no,FALSE
35209413,N825,Female genital tract-skin fistulae,ICD10CM,10,genitourinary,no,TRUE
35209414,N82.8,Other female genital tract fistulae,ICD10CM,10,genitourinary,no,FALSE
35209414,N828,Other female genital tract fistulae,ICD10CM,10,genitourinary,no,TRUE
35209415,N82.9,"Female genital tract fistula, unspecified",ICD10CM,10,genitourinary,no,FALSE
35209415,N829,"Female genital tract fistula, unspecified",ICD10CM,10,genitourinary,no,TRUE
35209439,N87.0,Mild cervical dysplasia,ICD10CM,10,genitourinary,no,FALSE
35209439,N870,Mild cervical dysplasia,ICD10CM,10,genitourinary,no,TRUE
35209440,N87.1,Moderate cervical dysplasia,ICD10CM,10,genitourinary,no,FALSE
35209440,N871,Moderate cervical dysplasia,ICD10CM,10,genitourinary,no,TRUE
35209441,N87.9,"Dysplasia of cervix uteri, unspecified",ICD10CM,10,genitourinary,no,FALSE
35209441,N879,"Dysplasia of cervix uteri, unspecified",ICD10CM,10,genitourinary,no,TRUE
35209442,N88.0,Leukoplakia of cervix uteri,ICD10CM,10,genitourinary,no,FALSE
35209442,N880,Leukoplakia of cervix uteri,ICD10CM,10,genitourinary,no,TRUE
35209451,N89.3,"Dysplasia of vagina, unspecified",ICD10CM,10,genitourinary,no,FALSE
35209451,N893,"Dysplasia of vagina, unspecified",ICD10CM,10,genitourinary,no,TRUE
35209452,N89.4,Leukoplakia of vagina,ICD10CM,10,genitourinary,no,FALSE
35209452,N894,Leukoplakia of vagina,ICD10CM,10,genitourinary,no,TRUE
35209458,N90.0,Mild vulvar dysplasia,ICD10CM,10,genitourinary,no,FALSE
35209458,N900,Mild vulvar dysplasia,ICD10CM,10,genitourinary,no,TRUE
35209459,N90.1,Moderate vulvar dysplasia,ICD10CM,10,genitourinary,no,FALSE
35209459,N901,Moderate vulvar dysplasia,ICD10CM,10,genitourinary,no,TRUE
35209461,N90.4,Leukoplakia of vulva,ICD10CM,10,genitourinary,no,FALSE
35209461,N904,Leukoplakia of vulva,ICD10CM,10,genitourinary,no,TRUE
35210507,P27.0,Wilson-Mikity syndrome,ICD10CM,10,pulmonary/respiratory,no,FALSE
35210507,P270,Wilson-Mikity syndrome,ICD10CM,10,pulmonary/respiratory,no,TRUE
35210508,P27.1,Bronchopulmonary dysplasia originating in the perinatal period,ICD10CM,10,pulmonary/respiratory,no,FALSE
35210508,P271,Bronchopulmonary dysplasia originating in the perinatal period,ICD10CM,10,pulmonary/respiratory,no,TRUE
35210509,P27.8,Other chronic respiratory diseases originating in the perinatal period,ICD10CM,10,pulmonary/respiratory,no,FALSE
35210509,P278,Other chronic respiratory diseases originating in the perinatal period,ICD10CM,10,pulmonary/respiratory,no,TRUE
35210519,P29.3,Persistent fetal circulation,ICD10CM,10,cardiac,no,FALSE
35210519,P293,Persistent fetal circulation,ICD10CM,10,cardiac,no,TRUE
35210690,Q00.0,Anencephaly,ICD10CM,10,neurological,yes,FALSE
35210690,Q000,Anencephaly,ICD10CM,10,neurological,yes,TRUE
35210691,Q00.1,Craniorachischisis,ICD10CM,10,neurological,yes,FALSE
35210691,Q001,Craniorachischisis,ICD10CM,10,neurological,yes,TRUE
35210692,Q00.2,Iniencephaly,ICD10CM,10,neurological,yes,FALSE
35210692,Q002,Iniencephaly,ICD10CM,10,neurological,yes,TRUE
35210693,Q01.0,Frontal encephalocele,ICD10CM,10,neurological,yes,FALSE
35210693,Q010,Frontal encephalocele,ICD10CM,10,neurological,yes,TRUE
35210694,Q01.1,Nasofrontal encephalocele,ICD10CM,10,neurological,yes,FALSE
35210694,Q011,Nasofrontal encephalocele,ICD10CM,10,neurological,yes,TRUE
35210695,Q01.2,Occipital encephalocele,ICD10CM,10,neurological,yes,FALSE
35210695,Q012,Occipital encephalocele,ICD10CM,10,neurological,yes,TRUE
35210696,Q01.8,Encephalocele of other sites,ICD10CM,10,neurological,yes,FALSE
35210696,Q018,Encephalocele of other sites,ICD10CM,10,neurological,yes,TRUE
35210697,Q01.9,"Encephalocele, unspecified",ICD10CM,10,neurological,yes,FALSE
35210697,Q019,"Encephalocele, unspecified",ICD10CM,10,neurological,yes,TRUE
35210698,Q02,Microcephaly,ICD10CM,10,neurological,yes,FALSE
35210699,Q03.0,Malformations of aqueduct of Sylvius,ICD10CM,10,neurological,no,FALSE
35210699,Q030,Malformations of aqueduct of Sylvius,ICD10CM,10,neurological,no,TRUE
35210700,Q03.1,Atresia of foramina of Magendie and Luschka,ICD10CM,10,neurological,no,FALSE
35210700,Q031,Atresia of foramina of Magendie and Luschka,ICD10CM,10,neurological,no,TRUE
35210701,Q03.8,Other congenital hydrocephalus,ICD10CM,10,neurological,no,FALSE
35210701,Q038,Other congenital hydrocephalus,ICD10CM,10,neurological,no,TRUE
35210704,Q04.1,Arhinencephaly,ICD10CM,10,neurological,yes,FALSE
35210704,Q041,Arhinencephaly,ICD10CM,10,neurological,yes,TRUE
35210705,Q04.2,Holoprosencephaly,ICD10CM,10,neurological,yes,FALSE
35210705,Q042,Holoprosencephaly,ICD10CM,10,neurological,yes,TRUE
35210706,Q04.3,Other reduction deformities of brain,ICD10CM,10,neurological,yes,FALSE
35210706,Q043,Other reduction deformities of brain,ICD10CM,10,neurological,yes,TRUE
35210708,Q04.5,Megalencephaly,ICD10CM,10,neurological,yes,FALSE
35210708,Q045,Megalencephaly,ICD10CM,10,neurological,yes,TRUE
35210710,Q04.8,Other specified congenital malformations of brain,ICD10CM,10,neurological,yes,FALSE
35210710,Q048,Other specified congenital malformations of brain,ICD10CM,10,neurological,yes,TRUE
35210712,Q05.0,Cervical spina bifida with hydrocephalus,ICD10CM,10,neurological,yes,FALSE
35210712,Q050,Cervical spina bifida with hydrocephalus,ICD10CM,10,neurological,yes,TRUE
35210713,Q05.1,Thoracic spina bifida with hydrocephalus,ICD10CM,10,neurological,yes,FALSE
35210713,Q051,Thoracic spina bifida with hydrocephalus,ICD10CM,10,neurological,yes,TRUE
35210714,Q05.2,Lumbar spina bifida with hydrocephalus,ICD10CM,10,neurological,yes,FALSE
35210714,Q052,Lumbar spina bifida with hydrocephalus,ICD10CM,10,neurological,yes,TRUE
35210715,Q05.3,Sacral spina bifida with hydrocephalus,ICD10CM,10,neurological,yes,FALSE
35210715,Q053,Sacral spina bifida with hydrocephalus,ICD10CM,10,neurological,yes,TRUE
35210716,Q05.4,Unspecified spina bifida with hydrocephalus,ICD10CM,10,neurological,yes,FALSE
35210716,Q054,Unspecified spina bifida with hydrocephalus,ICD10CM,10,neurological,yes,TRUE
35210717,Q05.5,Cervical spina bifida without hydrocephalus,ICD10CM,10,neurological,yes,FALSE
35210717,Q055,Cervical spina bifida without hydrocephalus,ICD10CM,10,neurological,yes,TRUE
35210718,Q05.6,Thoracic spina bifida without hydrocephalus,ICD10CM,10,neurological,yes,FALSE
35210718,Q056,Thoracic spina bifida without hydrocephalus,ICD10CM,10,neurological,yes,TRUE
35210719,Q05.7,Lumbar spina bifida without hydrocephalus,ICD10CM,10,neurological,yes,FALSE
35210719,Q057,Lumbar spina bifida without hydrocephalus,ICD10CM,10,neurological,yes,TRUE
35210720,Q05.8,Sacral spina bifida without hydrocephalus,ICD10CM,10,neurological,yes,FALSE
35210720,Q058,Sacral spina bifida without hydrocephalus,ICD10CM,10,neurological,yes,TRUE
35210721,Q05.9,"Spina bifida, unspecified",ICD10CM,10,neurological,yes,FALSE
35210721,Q059,"Spina bifida, unspecified",ICD10CM,10,neurological,yes,TRUE
35210722,Q06.0,Amyelia,ICD10CM,10,neurological,yes,FALSE
35210722,Q060,Amyelia,ICD10CM,10,neurological,yes,TRUE
35210723,Q06.1,Hypoplasia and dysplasia of spinal cord,ICD10CM,10,neurological,yes,FALSE
35210723,Q061,Hypoplasia and dysplasia of spinal cord,ICD10CM,10,neurological,yes,TRUE
35210724,Q06.2,Diastematomyelia,ICD10CM,10,neurological,yes,FALSE
35210724,Q062,Diastematomyelia,ICD10CM,10,neurological,yes,TRUE
35210725,Q06.3,Other congenital cauda equina malformations,ICD10CM,10,neurological,yes,FALSE
35210725,Q063,Other congenital cauda equina malformations,ICD10CM,10,neurological,yes,TRUE
35210726,Q06.4,Hydromyelia,ICD10CM,10,neurological,yes,FALSE
35210726,Q064,Hydromyelia,ICD10CM,10,neurological,yes,TRUE
35210727,Q06.8,Other specified congenital malformations of spinal cord,ICD10CM,10,neurological,yes,FALSE
35210727,Q068,Other specified congenital malformations of spinal cord,ICD10CM,10,neurological,yes,TRUE
35210729,Q07.8,Other specified congenital malformations of nervous system,ICD10CM,10,neurological,yes,FALSE
35210729,Q078,Other specified congenital malformations of nervous system,ICD10CM,10,neurological,yes,TRUE
35210730,Q07.9,"Congenital malformation of nervous system, unspecified",ICD10CM,10,neurological,yes,FALSE
35210730,Q079,"Congenital malformation of nervous system, unspecified",ICD10CM,10,neurological,yes,TRUE
35210731,Q10.0,Congenital ptosis,ICD10CM,10,ophthalmological,no,FALSE
35210731,Q100,Congenital ptosis,ICD10CM,10,ophthalmological,no,TRUE
35210734,Q10.3,Other congenital malformations of eyelid,ICD10CM,10,ophthalmological,no,FALSE
35210734,Q103,Other congenital malformations of eyelid,ICD10CM,10,ophthalmological,no,TRUE
35210738,Q10.7,Congenital malformation of orbit,ICD10CM,10,ophthalmological,no,FALSE
35210738,Q107,Congenital malformation of orbit,ICD10CM,10,ophthalmological,no,TRUE
35210739,Q11.0,Cystic eyeball,ICD10CM,10,ophthalmological,no,FALSE
35210739,Q110,Cystic eyeball,ICD10CM,10,ophthalmological,no,TRUE
35210740,Q11.1,Other anophthalmos,ICD10CM,10,ophthalmological,no,FALSE
35210740,Q111,Other anophthalmos,ICD10CM,10,ophthalmological,no,TRUE
35210741,Q11.2,Microphthalmos,ICD10CM,10,ophthalmological,no,FALSE
35210741,Q112,Microphthalmos,ICD10CM,10,ophthalmological,no,TRUE
35210750,Q13.0,Coloboma of iris,ICD10CM,10,ophthalmological,no,FALSE
35210750,Q130,Coloboma of iris,ICD10CM,10,ophthalmological,no,TRUE
35210751,Q13.1,Absence of iris,ICD10CM,10,ophthalmological,no,FALSE
35210751,Q131,Absence of iris,ICD10CM,10,ophthalmological,no,TRUE
35210752,Q13.2,Other congenital malformations of iris,ICD10CM,10,ophthalmological,no,FALSE
35210752,Q132,Other congenital malformations of iris,ICD10CM,10,ophthalmological,no,TRUE
35210753,Q13.3,Congenital corneal opacity,ICD10CM,10,ophthalmological,no,FALSE
35210753,Q133,Congenital corneal opacity,ICD10CM,10,ophthalmological,no,TRUE
35210754,Q13.4,Other congenital corneal malformations,ICD10CM,10,ophthalmological,no,FALSE
35210754,Q134,Other congenital corneal malformations,ICD10CM,10,ophthalmological,no,TRUE
35210755,Q13.5,Blue sclera,ICD10CM,10,ophthalmological,no,FALSE
35210755,Q135,Blue sclera,ICD10CM,10,ophthalmological,no,TRUE
35210757,Q14.0,Congenital malformation of vitreous humor,ICD10CM,10,ophthalmological,no,FALSE
35210757,Q140,Congenital malformation of vitreous humor,ICD10CM,10,ophthalmological,no,TRUE
35210758,Q14.1,Congenital malformation of retina,ICD10CM,10,ophthalmological,no,FALSE
35210758,Q141,Congenital malformation of retina,ICD10CM,10,ophthalmological,no,TRUE
35210759,Q14.2,Congenital malformation of optic disc,ICD10CM,10,ophthalmological,no,FALSE
35210759,Q142,Congenital malformation of optic disc,ICD10CM,10,ophthalmological,no,TRUE
35210760,Q14.3,Congenital malformation of choroid,ICD10CM,10,ophthalmological,no,FALSE
35210760,Q143,Congenital malformation of choroid,ICD10CM,10,ophthalmological,no,TRUE
35210761,Q14.8,Other congenital malformations of posterior segment of eye,ICD10CM,10,ophthalmological,no,FALSE
35210761,Q148,Other congenital malformations of posterior segment of eye,ICD10CM,10,ophthalmological,no,TRUE
35210763,Q15.0,Congenital glaucoma,ICD10CM,10,ophthalmological,no,FALSE
35210763,Q150,Congenital glaucoma,ICD10CM,10,ophthalmological,no,TRUE
35210766,Q16.0,Congenital absence of (ear) auricle,ICD10CM,10,otologic,no,FALSE
35210766,Q160,Congenital absence of (ear) auricle,ICD10CM,10,otologic,no,TRUE
35210767,Q16.1,"Congenital absence, atresia and stricture of auditory canal (external)",ICD10CM,10,otologic,no,FALSE
35210767,Q161,"Congenital absence, atresia and stricture of auditory canal (external)",ICD10CM,10,otologic,no,TRUE
35210768,Q16.2,Absence of eustachian tube,ICD10CM,10,otologic,no,FALSE
35210768,Q162,Absence of eustachian tube,ICD10CM,10,otologic,no,TRUE
35210769,Q16.3,Congenital malformation of ear ossicles,ICD10CM,10,otologic,no,FALSE
35210769,Q163,Congenital malformation of ear ossicles,ICD10CM,10,otologic,no,TRUE
35210770,Q16.4,Other congenital malformations of middle ear,ICD10CM,10,otologic,no,FALSE
35210770,Q164,Other congenital malformations of middle ear,ICD10CM,10,otologic,no,TRUE
35210771,Q16.5,Congenital malformation of inner ear,ICD10CM,10,otologic,no,FALSE
35210771,Q165,Congenital malformation of inner ear,ICD10CM,10,otologic,no,TRUE
35210772,Q16.9,"Congenital malformation of ear causing impairment of hearing, unspecified",ICD10CM,10,otologic,no,FALSE
35210772,Q169,"Congenital malformation of ear causing impairment of hearing, unspecified",ICD10CM,10,otologic,no,TRUE
35210774,Q17.1,Macrotia,ICD10CM,10,otologic,no,FALSE
35210774,Q171,Macrotia,ICD10CM,10,otologic,no,TRUE
35210775,Q17.2,Microtia,ICD10CM,10,otologic,no,FALSE
35210775,Q172,Microtia,ICD10CM,10,otologic,no,TRUE
35210777,Q17.4,Misplaced ear,ICD10CM,10,otologic,no,FALSE
35210777,Q174,Misplaced ear,ICD10CM,10,otologic,no,TRUE
35210779,Q17.8,Other specified congenital malformations of ear,ICD10CM,10,otologic,no,FALSE
35210779,Q178,Other specified congenital malformations of ear,ICD10CM,10,otologic,no,TRUE
35210780,Q17.9,"Congenital malformation of ear, unspecified",ICD10CM,10,otologic,no,FALSE
35210780,Q179,"Congenital malformation of ear, unspecified",ICD10CM,10,otologic,no,TRUE
35210781,Q18.0,"Sinus, fistula and cyst of branchial cleft",ICD10CM,10,otologic,no,FALSE
35210781,Q180,"Sinus, fistula and cyst of branchial cleft",ICD10CM,10,otologic,no,TRUE
35210782,Q18.1,Preauricular sinus and cyst,ICD10CM,10,otologic,no,FALSE
35210782,Q181,Preauricular sinus and cyst,ICD10CM,10,otologic,no,TRUE
35210783,Q18.2,Other branchial cleft malformations,ICD10CM,10,otologic,no,FALSE
35210783,Q182,Other branchial cleft malformations,ICD10CM,10,otologic,no,TRUE
35210790,Q18.9,"Congenital malformation of face and neck, unspecified",ICD10CM,10,otologic,no,FALSE
35210790,Q189,"Congenital malformation of face and neck, unspecified",ICD10CM,10,otologic,no,TRUE
35210791,Q20.0,Common arterial trunk,ICD10CM,10,cardiac,yes,FALSE
35210791,Q200,Common arterial trunk,ICD10CM,10,cardiac,yes,TRUE
35210792,Q20.1,Double outlet right ventricle,ICD10CM,10,cardiac,yes,FALSE
35210792,Q201,Double outlet right ventricle,ICD10CM,10,cardiac,yes,TRUE
35210793,Q20.2,Double outlet left ventricle,ICD10CM,10,cardiac,yes,FALSE
35210793,Q202,Double outlet left ventricle,ICD10CM,10,cardiac,yes,TRUE
35210794,Q20.3,Discordant ventriculoarterial connection,ICD10CM,10,cardiac,yes,FALSE
35210794,Q203,Discordant ventriculoarterial connection,ICD10CM,10,cardiac,yes,TRUE
35210795,Q20.4,Double inlet ventricle,ICD10CM,10,cardiac,yes,FALSE
35210795,Q204,Double inlet ventricle,ICD10CM,10,cardiac,yes,TRUE
35210796,Q20.5,Discordant atrioventricular connection,ICD10CM,10,cardiac,yes,FALSE
35210796,Q205,Discordant atrioventricular connection,ICD10CM,10,cardiac,yes,TRUE
35210798,Q20.8,Other congenital malformations of cardiac chambers and connections,ICD10CM,10,cardiac,yes,FALSE
35210798,Q208,Other congenital malformations of cardiac chambers and connections,ICD10CM,10,cardiac,yes,TRUE
35210800,Q21.0,Ventricular septal defect,ICD10CM,10,cardiac,no,FALSE
35210800,Q210,Ventricular septal defect,ICD10CM,10,cardiac,no,TRUE
35210801,Q21.1,Atrial septal defect,ICD10CM,10,cardiac,no,FALSE
35210801,Q211,Atrial septal defect,ICD10CM,10,cardiac,no,TRUE
35210802,Q21.2,Atrioventricular septal defect,ICD10CM,10,cardiac,yes,FALSE
35210802,Q212,Atrioventricular septal defect,ICD10CM,10,cardiac,yes,TRUE
35210803,Q21.3,Tetralogy of Fallot,ICD10CM,10,cardiac,yes,FALSE
35210803,Q213,Tetralogy of Fallot,ICD10CM,10,cardiac,yes,TRUE
35210805,Q21.8,Other congenital malformations of cardiac septa,ICD10CM,10,cardiac,yes,FALSE
35210805,Q218,Other congenital malformations of cardiac septa,ICD10CM,10,cardiac,yes,TRUE
35210806,Q21.9,"Congenital malformation of cardiac septum, unspecified",ICD10CM,10,cardiac,yes,FALSE
35210806,Q219,"Congenital malformation of cardiac septum, unspecified",ICD10CM,10,cardiac,yes,TRUE
35210807,Q22.0,Pulmonary valve atresia,ICD10CM,10,cardiac,no,FALSE
35210807,Q220,Pulmonary valve atresia,ICD10CM,10,cardiac,no,TRUE
35210808,Q22.1,Congenital pulmonary valve stenosis,ICD10CM,10,cardiac,no,FALSE
35210808,Q221,Congenital pulmonary valve stenosis,ICD10CM,10,cardiac,no,TRUE
35210809,Q22.2,Congenital pulmonary valve insufficiency,ICD10CM,10,cardiac,no,FALSE
35210809,Q222,Congenital pulmonary valve insufficiency,ICD10CM,10,cardiac,no,TRUE
35210810,Q22.3,Other congenital malformations of pulmonary valve,ICD10CM,10,cardiac,no,FALSE
35210810,Q223,Other congenital malformations of pulmonary valve,ICD10CM,10,cardiac,no,TRUE
