input_str,concept_id,concept_code,concept_name,vocabulary_id,pcornet_vocabulary_id,concept_class_id,systemic
aspirin,45837515,553120259,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,45837521,553120277,"aspirin 81mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45837549,553120374,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET, COATED [migraine formula]",NDC,ND,9-digit NDC,TRUE
aspirin,45837563,553120430,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED [headache relief added strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45837566,553120440,"aspirin 81mg/1 ORAL TABLET, DELAYED RELEASE",NDC,ND,9-digit NDC,TRUE
aspirin,45837575,553120467,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,45837577,553120469,"aspirin, citric acid monohydrate, and sodium bicarbonate 325mg/1 / 1000mg/1 / 1916mg/1 ORAL TABLET, EFFERVESCENT",NDC,ND,9-digit NDC,TRUE
aspirin,45837595,553120535,"aspirin 81mg/1 ORAL TABLET, DELAYED RELEASE",NDC,ND,9-digit NDC,TRUE
aspirin,44479523,553150060,"acetaminophen, diphenhydramine hcl 25mg/1 / 500mg/1 ORAL TABLET, COATED [non aspirin pm extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45837680,553150103,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45837681,553150104,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,44479528,553150157,"aspirin 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45837691,553150159,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,44479531,553150218,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,45837703,553150227,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45837704,553150229,"acetaminophen, diphenhydramine hcl 25mg/1 / 500mg/1 ORAL TABLET, COATED [non-aspirin pm extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45837732,553150360,"acetaminophen, diphenhydramine hcl 25mg/1 / 500mg/1 ORAL TABLET, COATED [non aspirin pm extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,44479546,553150397,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,35530585,553150421,"aspirin, citric acid, sodium bicarbonate 325mg/1 / 1000mg/1 / 1916mg/1 ORAL TABLET, EFFERVESCENT",NDC,ND,9-digit NDC,TRUE
aspirin,45837761,553150600,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,44479556,553150645,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,36007796,553150867,aspirin 81mg/1 ORAL TABLET [low dose aspirin enteric safety-coated],NDC,ND,9-digit NDC,TRUE
aspirin,36494436,553150934,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45837831,553160227,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45837840,553160274,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,45837862,553160374,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45837873,553160416,aspirin 325mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,45837877,553160430,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED [healthy accents headache relief added strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45837888,553160467,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,45837904,553160535,"aspirin 81mg/1 ORAL TABLET, DELAYED RELEASE [healthy accents aspirin]",NDC,ND,9-digit NDC,TRUE
aspirin,45838004,553190159,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45838023,553190218,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,45838026,553190227,"aspirin 81mg/1 ORAL TABLET, DELAYED RELEASE [low dose aspirin 81 mg safety coated]",NDC,ND,9-digit NDC,TRUE
aspirin,45838036,553190247,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45838077,553190374,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,42835828,553190421,"aspirin, citric acid, sodium bicarbonate 325mg/1 / 1000mg/1 / 1916mg/1 ORAL TABLET, EFFERVESCENT",NDC,ND,9-digit NDC,TRUE
aspirin,35113078,553190467,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,44479650,553190492,aspirin 325mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,1221697,553190511,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,37315452,553190553,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,737388,553190586,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45838122,553190600,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,42516662,553190601,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,44479655,553190625,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,44479663,553190873,"aspirin, chlorpheniramine maleate, phenylephrine bitartrate 2mg/1 / 325mg/1 / 7.8mg/1 ORAL TABLET, EFFERVESCENT",NDC,ND,9-digit NDC,TRUE
aspirin,44479664,553190875,"aspirin, chlorpheniramine maleate, phenylephrine bitartrate 2mg/1 / 325mg/1 / 7.8mg/1 ORAL TABLET, EFFERVESCENT",NDC,ND,9-digit NDC,TRUE
aspirin,45838424,556700131,"aspirin 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,36385941,556700616,"aspirin 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,36115785,556700620,"aspirin 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,46368121,557000129,"butalbital, aspirin, and caffeine 40mg/1 / 50mg/1 / 325mg/1 ORAL CAPSULE",NDC,ND,9-digit NDC,TRUE
aspirin,44479915,557000338,"aspirin 325mg/1 ORAL TABLET, DELAYED RELEASE",NDC,ND,9-digit NDC,TRUE
aspirin,35304323,557000746,aspirin 81mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,35601315,557000842,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,44480128,557410000,aspirin 325mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,45838563,557410013,aspirin 325mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,45838583,557580005,aspirin 81mg/1 ORAL TABLET [low dose aspirin],NDC,ND,9-digit NDC,TRUE
aspirin,42694944,557580019,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET",NDC,ND,9-digit NDC,TRUE
aspirin,1171296,557580312,"aspirin 325mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,44480174,559100134,"aspirin, caffeine 500mg/1 / 32.5mg/1 ORAL TABLET, FILM COATED [back and body extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,35522964,559100157,"aspirin 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45838681,559100159,"acetaminophen, aspirin and caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45838693,559100184,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45838724,559100247,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,46246593,559100249,aspirin 325mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,45838728,559100274,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,45838744,559100314,"aspirin, caffeine 500mg/1 / 32.5mg/1 ORAL CAPSULE [extra strength back and body]",NDC,ND,9-digit NDC,TRUE
aspirin,36398250,559100345,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45838770,559100374,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45838790,559100414,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,35530589,559100422,"aspirin, citric acid, sodium bicarbonate 325mg/1 / 1000mg/1 / 1916mg/1 ORAL TABLET, EFFERVESCENT",NDC,ND,9-digit NDC,TRUE
aspirin,45838794,559100430,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED [dg health headache relief added strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45838797,559100438,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,36398249,559100440,"acetaminophen, aspirin, and caffeine 65mg/1 / 250mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45838811,559100467,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,44480209,559100525,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45838844,559100563,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45838850,559100600,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,42835930,559100625,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,36192321,559100674,"acetaminophen, aspirin, diphenhydramine citrate 38mg/1 / 250mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,36007808,559100686,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,827652,559100695,aspirin and caffeine 65mg/1 / 845mg/1 ORAL POWDER,NDC,ND,9-digit NDC,TRUE
aspirin,737395,559100769,"aspirin, chlorpheniramine maleate, phenylephrine bitartrate 2mg/1 / 325mg/1 / 7.8mg/1 ORAL TABLET, EFFERVESCENT",NDC,ND,9-digit NDC,TRUE
aspirin,35117764,559100865,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,1372186,559100873,"aspirin, chlorpheniramine maleate, phylephrine bitartrate 2mg/1 / 325mg/1 / 7.8mg/1 ORAL TABLET, EFFERVESCENT",NDC,ND,9-digit NDC,TRUE
aspirin,45899341,559100945,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45838955,560620027,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,36385961,560620118,"aspirin 325mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45838986,560620184,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45839000,560620247,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45839003,560620259,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,45839006,560620274,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,45839029,560620374,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45839039,560620416,"aspirin 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,36192342,560620421,"aspirin, citric acid, sodium bicarbonate 325mg/1 / 1000mg/1 / 1916mg/1 ORAL TABLET, EFFERVESCENT",NDC,ND,9-digit NDC,TRUE
aspirin,45839042,560620430,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED [headache relief added strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45839047,560620440,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45839053,560620467,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,44480282,560620525,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45839069,560620535,"aspirin 81mg/1 ORAL TABLET, DELAYED RELEASE",NDC,ND,9-digit NDC,TRUE
aspirin,35522978,560620719,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,1393458,560620867,aspirin 81mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,37098767,560620934,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45839275,572430157,"aspirin 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45839276,572430159,"acetaminophen, aspirin and caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45839372,573440018,"aspirin 325mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45839377,573440080,"aspirin 81mg/1 ORAL TABLET, DELAYED RELEASE",NDC,ND,9-digit NDC,TRUE
aspirin,45839378,573440081,"aspirin 325mg/1 ORAL TABLET, DELAYED RELEASE",NDC,ND,9-digit NDC,TRUE
aspirin,45839385,573440105,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,45839407,573440146,"aspirin 81mg/1 ORAL TABLET, DELAYED RELEASE",NDC,ND,9-digit NDC,TRUE
aspirin,45839411,573440152,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,42508063,573440183,"acetaminophen, aspirin and caffeine 65mg/1 / 250mg/1 ORAL TABLET",NDC,ND,9-digit NDC,TRUE
aspirin,45839669,576640419,"aspirin, caffeine, and dihydrocodeine bitartrate 16mg/1 / 30mg/1 / 356.4mg/1 ORAL CAPSULE",NDC,ND,9-digit NDC,TRUE
aspirin,44480690,578960109,aspirin 325mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,1221777,578960216,"acetaminophen, aspirin and caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,42835986,578960226,"acetaminophen, aspirin and caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45839891,578960901,aspirin 325mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,45839892,578960904,"aspirin 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45839893,578960911,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,45839894,578960921,"aspirin 325mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,44480695,578960922,"aspirin 325mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45839896,578960981,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,44480696,578960985,"aspirin 81mg/1 ORAL TABLET, DELAYED RELEASE",NDC,ND,9-digit NDC,TRUE
aspirin,45840046,581180387,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45840087,581182013,"aspirin 325mg/1 ORAL TABLET, DELAYED RELEASE [regular strength aspirin ec]",NDC,ND,9-digit NDC,TRUE
aspirin,45840109,581185135,"acetaminophen, aspirin and caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45841041,590880120,aspirin 325mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,44481700,595560810,"acetaminophen, aspirin, and caffeine 33mg/1 / 194mg/1 / 227mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,36130567,597260011,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45841646,597260021,aspirin 81mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,1783339,597260065,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45841677,597260227,aspirin 81mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,45841683,597260247,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,44481736,597260370,"aspirin 325mg/1 ORAL TABLET, COATED [enteric coated aspirin regular strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45841691,597260440,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,44481742,597260525,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,35117800,597260865,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,36007825,597260867,aspirin 81mg/1 ORAL TABLET [low dose aspirin enteric safety-coated],NDC,ND,9-digit NDC,TRUE
aspirin,45841963,597790137,"aspirin 325mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45841969,597790143,"aspirin, caffeine 500mg/1 / 32.5mg/1 ORAL TABLET, FILM COATED [back and body extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45841983,597790157,"aspirin 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45842008,597790183,"aspirin 325mg/1 ORAL TABLET, FILM COATED [buffered aspirin regular strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45842043,597790218,"aspirin 81mg/1 ORAL TABLET, CHEWABLE [chewable aspirin]",NDC,ND,9-digit NDC,TRUE
aspirin,45842050,597790227,"aspirin 325mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45842065,597790249,aspirin 325mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,45842085,597790274,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,45842137,597790334,"acetaminophen, aspirin and caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45842172,597790374,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45842184,597790389,"aspirin 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45842209,597790414,"aspirin 81mg/1 ORAL TABLET, COATED [adult low strength aspirin]",NDC,ND,9-digit NDC,TRUE
aspirin,45842211,597790416,aspirin 325mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,45842229,597790439,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45842251,597790467,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,46368426,597790547,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45842325,597790571,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,44481838,597790594,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45842338,597790600,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,44481841,597790605,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,46368437,597790727,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,46368438,597790733,"aspirin 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,44481895,597790772,"aspirin 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45842464,597790824,"acetaminophen, caffeine 65mg/1 / 500mg/1 ORAL TABLET, FILM COATED [tension headache aspirin free]",NDC,ND,9-digit NDC,TRUE
aspirin,44481940,597790894,"acetaminophen, aspirin, diphenhydramine citrate 38mg/1 / 250mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45842513,597790915,"acetaminophen, aspirin and caffeine 65mg/1 / 250mg/1 ORAL TABLET, FILM COATED [headache relief extra strength]",NDC,ND,9-digit NDC,TRUE
aspirin,45842528,597790945,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,46368449,597790972,"acetaminophen, caffeine 65mg/1 / 500mg/1 ORAL TABLET [tension headache aspirin-free]",NDC,ND,9-digit NDC,TRUE
aspirin,36192814,599610139,"aspirin 325 mg 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,827682,599610616,"aspirin 325mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,827683,599610620,"aspirin 325mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45842721,599700205,"aspirin, citric acid monohydrate, and sodium bicarbonate 325mg/1 / 1000mg/1 / 1916mg/1 ORAL TABLET, EFFERVESCENT",NDC,ND,9-digit NDC,TRUE
aspirin,790988,605770005,"aspirin 81mg/1 ORAL TABLET, COATED [aspirin 81 mg low dose]",NDC,ND,9-digit NDC,TRUE
aspirin,45843354,606830106,"aspirin 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,44482391,606870305,aspirin and extended-release dipyridamole 25mg/1 / 200mg/1 ORAL CAPSULE,NDC,ND,9-digit NDC,TRUE
aspirin,45843416,607600045,aspirin 81mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,46368535,607600047,aspirin 325mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,36499324,607600071,"aspirin 325mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,42884459,607600161,"aspirin 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,42836455,607600718,aspirin 325mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,35899241,607600854,aspirin 325mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,36192897,607600891,aspirin 325mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,42836468,607600921,"aspirin 325mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45843750,609510310,oxycodone and aspirin tablets 325mg/1 / 4.8355mg/1 ORAL TABLET [endodan],NDC,ND,9-digit NDC,TRUE
aspirin,42654403,610104407,aspirin 325mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,45843870,612450116,"aspirin 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,1233180,612450616,"aspirin 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,1233181,612450620,"aspirin 325mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45844199,617150040,aspirin 81mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,45899685,617860195,"acetaminophen, aspirin, caffeine 65mg/1 / 250mg/1 ORAL TABLET [leader migraine formula]",NDC,ND,9-digit NDC,TRUE
aspirin,46247087,617860335,"aspirin 81mg/1 ORAL TABLET, DELAYED RELEASE",NDC,ND,9-digit NDC,TRUE
aspirin,44482944,617860532,"aspirin 81mg/1 ORAL TABLET, COATED",NDC,ND,9-digit NDC,TRUE
aspirin,44483022,617860685,"aspirin 81mg/1 ORAL TABLET, DELAYED RELEASE",NDC,ND,9-digit NDC,TRUE
aspirin,44483102,617860807,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
aspirin,43548538,618250302,"orphenadrine citrate, aspirin and caffeine 50mg/1 / 60mg/1 / 770mg/1 ORAL TABLET",NDC,ND,9-digit NDC,TRUE
aspirin,42646305,618250999,"orphenadrine citrate, aspirin and caffeine 50mg/1 / 60mg/1 / 770mg/1 ORAL TABLET",NDC,ND,9-digit NDC,TRUE
aspirin,45899792,619190420,aspirin 81mg/1 ORAL TABLET,NDC,ND,9-digit NDC,TRUE
aspirin,45844913,620110003,"aspirin 81mg/1 ORAL TABLET, DELAYED RELEASE",NDC,ND,9-digit NDC,TRUE
aspirin,45844914,620110019,"aspirin 81mg/1 ORAL TABLET, DELAYED RELEASE",NDC,ND,9-digit NDC,TRUE
aspirin,45074077,620110020,"aspirin 325mg/1 ORAL TABLET, FILM COATED",NDC,ND,9-digit NDC,TRUE
aspirin,45074078,620110021,"aspirin 81mg/1 ORAL TABLET, CHEWABLE",NDC,ND,9-digit NDC,TRUE
